company_size,customer_segment,contract_type,plan_type,region,age_group,onboarding_completion_pct,arpu,mrr,mrr_segment,expansion_mrr,payment_failures_6m,tenure_months,tenure_bucket,dau_wau_ratio,feature_adoption_rate,login_frequency_monthly,api_calls_monthly,integrations_active,seats_utilized_pct,usage_trend_3m,usage_trend_6m,support_tickets_6m,avg_ticket_resolution_days,nps_score,csat_score,executive_sponsor,decision_maker_change,qbr_meetings_yearly,health_score,customer_growth_pct,competitor_evaluation,contract_renewal_days,churned
3,Enterprise,0,Basic,LATAM,50+,57.3,308.05,14389.61,High Value,179.98,4,6,6-12 months,0.054,0.416,7.7,214.0,0,7.5,-0.752,-0.736,11,4.3,6,1.5,0,2,0,52.4,-8.21,0,-26,1
3,Enterprise,2,Standard,North America,18-25,47.6,1906.6,140576.32,High Value,4.78,0,66,> 2 years,0.312,0.593,18.8,79591.0,1,100.0,-0.094,-0.06,3,5.2,10,3.5,1,1,1,83.1,37.03,0,245,0
2,Mid-Market,1,Standard,LATAM,36-50,89.4,616.42,22767.35,Low Value,906.33,0,51,> 2 years,0.531,0.954,41.7,9370.0,7,67.3,-0.437,-0.508,0,1.3,5,3.1,0,0,3,52.7,27.67,0,335,0
3,Enterprise,2,Standard,North America,26-35,76.7,1885.74,185817.5,High Value,991.49,0,64,> 2 years,0.688,0.49,40.0,7403.0,8,79.2,0.329,0.276,2,1.4,8,3.9,0,0,4,47.7,9.04,0,120,0
2,Mid-Market,1,Premium,Europe,36-50,40.0,1024.45,45697.58,Mid Value,363.01,0,6,6-12 months,0.556,0.716,27.8,30866.0,10,82.1,1.085,1.418,2,2.2,9,4.1,1,1,4,42.0,-10.67,0,48,0
2,Mid-Market,1,Basic,LATAM,50+,31.7,156.84,6339.96,Low Value,86.29,3,12,6-12 months,0.226,0.583,10.5,2459.0,0,14.6,-0.366,-0.167,16,4.5,7,2.1,1,0,1,18.0,-4.18,0,50,1
2,Mid-Market,0,Premium,North America,26-35,40.0,1692.38,101554.82,High Value,1386.34,0,41,> 2 years,0.397,0.484,49.0,2916.0,11,52.1,0.961,1.125,3,1.1,8,4.3,1,0,4,100.0,1.88,0,159,0
3,Enterprise,2,Enterprise,Europe,26-35,70.8,1872.12,108569.63,High Value,292.39,1,51,> 2 years,0.802,0.584,14.3,93264.0,3,72.4,0.626,0.458,5,3.9,7,3.2,1,0,1,69.7,-15.14,0,320,0
1,SMB,1,Enterprise,Europe,36-50,65.7,2035.65,34813.71,Mid Value,1019.48,1,18,1-2 years,0.465,0.723,20.8,40740.0,5,48.3,0.967,1.207,5,4.0,5,4.6,0,0,2,59.8,80.03,0,166,0
3,Enterprise,0,Standard,Europe,36-50,69.2,463.85,22062.76,Low Value,1210.77,1,56,> 2 years,0.667,0.289,26.1,14078.0,7,62.1,0.813,0.896,7,4.3,7,4.9,1,0,1,94.7,-6.04,0,107,0
1,SMB,1,Standard,LATAM,18-25,24.6,430.19,14456.16,High Value,31.42,2,21,1-2 years,0.32,0.333,8.4,1358.0,0,12.9,0.172,0.3,17,10.5,2,1.6,1,2,2,36.3,8.32,0,49,1
2,Mid-Market,1,Premium,LATAM,26-35,75.8,1455.89,41533.88,Mid Value,1081.58,1,56,> 2 years,0.825,0.304,24.5,69318.0,2,83.7,0.333,0.228,6,4.6,7,4.1,0,0,4,100.0,36.16,0,141,0
3,Enterprise,1,Standard,North America,26-35,51.5,407.22,11595.43,Low Value,1473.33,1,41,> 2 years,0.32,0.443,55.7,35068.0,10,66.3,0.448,0.469,7,1.4,6,4.2,1,0,2,87.3,62.74,0,176,0
3,Enterprise,1,Enterprise,Europe,26-35,70.7,1025.43,98449.62,High Value,905.77,0,10,6-12 months,0.482,0.521,32.0,13053.0,5,43.3,0.44,0.335,3,0.8,6,2.0,1,1,2,66.5,53.27,0,278,0
1,SMB,2,Standard,LATAM,18-25,61.2,2390.49,71216.24,Mid Value,1014.39,0,31,> 2 years,0.643,0.317,36.0,61947.0,2,81.7,0.981,1.063,1,0.9,7,3.9,1,1,4,61.2,66.39,0,216,0
3,Enterprise,1,Basic,North America,26-35,71.3,1303.34,148801.54,High Value,828.91,0,8,6-12 months,0.673,0.729,17.6,68300.0,11,89.9,0.13,0.139,5,4.6,10,4.4,1,0,2,79.8,34.89,0,143,0
3,Enterprise,2,Standard,Europe,18-25,43.8,2531.34,235394.99,High Value,1093.3,1,28,> 2 years,0.633,0.545,34.5,5784.0,6,79.7,0.582,0.6,7,0.8,8,3.4,0,1,4,84.4,16.88,1,317,0
3,Enterprise,1,Basic,LATAM,36-50,40.0,1616.98,151993.49,High Value,1468.38,0,25,> 2 years,0.311,0.702,44.0,72141.0,11,91.7,-0.196,-0.13,4,1.3,9,3.0,1,0,4,86.9,44.17,0,75,0
3,Enterprise,1,Enterprise,APAC,18-25,53.9,384.15,45718.51,Mid Value,616.3,0,13,1-2 years,0.676,0.314,30.3,18258.0,6,46.0,0.945,1.147,0,3.8,7,3.5,1,1,3,44.5,13.68,0,210,0
3,Enterprise,1,Enterprise,North America,36-50,84.6,818.57,44146.66,Mid Value,1240.16,1,37,> 2 years,0.435,0.978,32.4,35982.0,3,89.5,1.08,0.96,3,3.9,10,4.3,1,0,4,100.0,70.0,0,182,0
2,Mid-Market,1,Standard,APAC,26-35,64.6,372.46,17474.13,Low Value,1367.11,0,25,> 2 years,0.287,0.743,27.5,89341.0,1,67.6,0.27,0.335,3,3.0,6,4.0,1,0,1,53.9,37.69,1,177,0
2,Mid-Market,1,Enterprise,North America,26-35,49.0,1612.64,126745.73,High Value,26.09,0,15,1-2 years,0.691,0.633,31.6,90865.0,5,84.0,0.982,0.859,2,3.9,6,3.2,1,0,3,76.5,57.68,0,278,0
3,Enterprise,1,Premium,LATAM,36-50,85.0,659.36,40660.47,Mid Value,1176.26,0,48,> 2 years,0.485,0.688,28.2,74145.0,4,77.9,0.67,0.647,3,4.4,5,4.6,1,0,4,80.0,71.66,0,316,0
3,Enterprise,2,Premium,APAC,36-50,64.8,1177.19,115217.48,High Value,1281.9,1,5,< 6 months,0.557,0.513,35.5,8966.0,2,62.3,0.464,0.37,4,1.1,5,5.0,0,0,1,68.0,31.37,1,345,0
3,Enterprise,2,Enterprise,Europe,18-25,63.2,1212.04,107150.04,High Value,921.67,0,60,> 2 years,0.432,0.573,14.4,92848.0,4,38.2,0.226,0.143,4,4.2,7,4.8,1,0,3,69.5,14.88,0,157,0
3,Enterprise,1,Basic,Europe,26-35,10.0,437.35,15823.56,High Value,139.43,4,18,1-2 years,0.291,0.067,9.3,4679.0,3,6.9,0.19,0.245,8,6.3,4,2.1,1,1,1,49.7,6.38,1,25,1
2,Mid-Market,0,Enterprise,APAC,50+,22.5,393.87,16310.59,High Value,131.91,3,1,< 6 months,0.237,0.155,4.6,2129.0,2,5.0,-0.263,-0.224,14,9.9,5,2.8,1,0,1,21.5,-0.34,0,-14,1
2,Mid-Market,1,Standard,APAC,18-25,40.6,678.01,49974.73,Mid Value,143.19,0,70,> 2 years,0.577,0.583,30.1,72981.0,6,83.3,0.175,0.238,4,1.2,5,4.6,1,0,3,51.0,74.49,1,91,0
3,Enterprise,1,Standard,Europe,18-25,54.7,549.49,46157.96,Mid Value,987.33,0,57,> 2 years,0.324,0.596,41.7,94646.0,8,79.7,-0.094,-0.138,3,1.5,9,4.0,1,1,2,82.8,29.8,0,67,0
3,Enterprise,1,Standard,LATAM,18-25,72.5,1799.73,70360.28,Mid Value,761.17,0,25,> 2 years,0.554,0.795,14.2,22559.0,5,64.7,0.031,0.126,4,0.8,8,3.9,1,0,3,91.2,26.29,0,210,0
3,Enterprise,0,Standard,LATAM,18-25,51.2,392.32,12192.5,Low Value,1108.97,0,55,> 2 years,0.401,0.909,33.9,19081.0,4,71.9,0.861,1.14,0,2.7,9,2.5,1,0,3,61.3,52.52,0,163,0
2,Mid-Market,0,Premium,LATAM,36-50,41.3,620.36,13083.2,Low Value,1183.09,0,18,1-2 years,0.498,0.675,25.8,50627.0,1,59.2,0.271,0.296,4,0.8,8,4.6,1,1,4,76.7,69.04,0,326,0
3,Enterprise,1,Premium,APAC,26-35,67.0,1807.84,183850.2,High Value,1394.05,2,3,< 6 months,0.331,0.781,35.1,70775.0,2,85.0,-0.201,-0.176,3,3.0,5,3.6,0,0,2,79.6,17.63,0,147,0
1,SMB,0,Enterprise,North America,18-25,40.0,1192.52,18982.5,Low Value,205.11,1,41,> 2 years,0.637,0.466,11.2,57191.0,8,43.9,0.593,0.451,1,5.1,6,3.6,1,0,3,74.4,23.34,0,357,0
2,Mid-Market,1,Standard,North America,26-35,82.9,360.17,8694.59,Low Value,922.49,1,49,> 2 years,0.493,0.661,32.9,81281.0,8,50.6,0.882,0.731,0,5.2,9,4.0,0,1,1,60.4,84.49,0,279,0
2,Mid-Market,0,Premium,APAC,18-25,45.6,503.49,37220.39,Mid Value,1122.94,0,46,> 2 years,0.436,0.797,26.8,55902.0,11,65.9,0.216,0.305,6,4.7,9,4.2,0,1,4,61.6,4.06,0,39,0
2,Mid-Market,1,Standard,North America,26-35,62.7,636.27,10338.23,Low Value,324.12,1,36,> 2 years,0.32,0.313,39.6,41555.0,8,78.9,0.038,0.121,3,2.3,9,3.5,1,1,1,90.9,55.04,0,293,0
1,SMB,1,Premium,APAC,50+,73.7,1632.02,30689.3,Low Value,611.5,0,66,> 2 years,0.601,0.362,39.4,81007.0,6,73.9,0.709,0.867,2,2.9,7,4.3,1,0,2,55.0,44.74,0,274,0
1,SMB,0,Basic,LATAM,26-35,53.3,1719.89,55529.5,Mid Value,1273.82,0,63,> 2 years,0.418,0.503,8.3,17305.0,2,40.8,0.124,0.188,2,5.6,9,4.3,1,1,2,44.6,10.79,0,63,0
3,Enterprise,1,Premium,Europe,36-50,63.0,1003.26,56018.59,Mid Value,970.79,0,19,1-2 years,0.205,0.625,27.8,12659.0,11,78.2,-0.316,-0.351,2,4.4,9,3.8,1,0,1,74.0,53.94,0,54,0
3,Enterprise,1,Enterprise,APAC,26-35,62.6,1534.83,46102.82,Mid Value,454.81,0,43,> 2 years,0.432,0.606,28.6,8884.0,2,77.5,0.186,0.14,7,4.4,9,4.2,1,0,2,92.3,47.53,0,214,0
1,SMB,1,Standard,North America,26-35,69.6,236.45,5530.59,Low Value,568.0,0,6,6-12 months,0.409,0.839,20.6,58005.0,6,35.9,0.342,0.403,3,2.4,8,4.3,1,1,2,57.9,3.33,0,131,0
1,SMB,1,Basic,North America,26-35,47.5,494.35,12250.53,Mid Value,131.69,1,12,6-12 months,0.107,0.059,8.1,2012.0,2,64.0,-0.004,0.092,10,8.0,7,2.2,0,2,2,19.1,-2.63,0,65,1
2,Mid-Market,1,Premium,Europe,18-25,87.7,224.72,8732.22,Low Value,387.82,0,65,> 2 years,0.479,0.579,56.5,66174.0,4,63.3,0.69,0.699,7,4.8,9,3.9,1,1,2,68.1,15.89,0,308,0
3,Enterprise,1,Premium,North America,18-25,79.8,1426.07,134563.25,High Value,711.9,0,11,6-12 months,0.332,0.588,48.0,32331.0,2,59.0,-0.057,-0.091,5,0.5,8,4.3,1,2,1,62.5,30.77,0,157,0
2,Mid-Market,1,Standard,APAC,26-35,73.9,688.01,27467.92,Low Value,163.15,0,67,> 2 years,0.684,0.759,48.3,94516.0,1,80.3,0.494,0.468,7,4.4,8,2.4,1,1,4,100.0,56.73,1,293,0
1,SMB,0,Basic,LATAM,36-50,33.9,296.54,5591.24,Low Value,199.94,2,7,6-12 months,0.039,0.343,4.3,3115.0,3,43.4,0.093,0.101,13,6.0,0,2.7,0,0,2,43.1,-6.57,1,14,1
2,Mid-Market,2,Enterprise,Europe,18-25,48.8,287.77,16084.81,Low Value,1069.31,1,15,1-2 years,0.427,0.788,9.4,84900.0,11,79.1,0.809,0.696,5,0.6,7,3.3,0,1,4,86.8,3.34,0,260,0
2,Mid-Market,1,Basic,Europe,18-25,59.4,1086.21,45848.02,Mid Value,350.67,0,59,> 2 years,0.445,0.65,35.6,43545.0,6,80.0,-0.191,-0.093,0,1.0,7,3.8,0,0,4,64.5,-2.68,0,109,0
2,Mid-Market,1,Basic,APAC,36-50,12.4,444.78,33059.77,High Value,11.75,4,19,1-2 years,0.482,0.218,1.2,2300.0,2,26.2,-1.092,-1.039,7,5.1,5,1.8,0,1,0,17.4,-2.52,0,28,1
3,Enterprise,1,Premium,North America,26-35,79.9,2396.7,220730.49,High Value,227.26,0,41,> 2 years,0.113,0.441,43.0,76275.0,4,61.5,0.438,0.505,1,1.5,7,3.1,1,0,3,89.3,46.89,0,169,0
3,Enterprise,1,Basic,APAC,36-50,20.6,291.42,34968.92,High Value,86.99,1,5,< 6 months,0.111,0.165,17.1,2656.0,0,64.6,-0.725,-0.466,18,8.6,6,2.1,0,2,0,37.4,-18.64,0,55,1
3,Enterprise,1,Standard,LATAM,26-35,75.7,2033.08,189793.19,High Value,1024.64,0,65,> 2 years,0.46,0.678,35.1,10819.0,4,86.1,0.688,0.799,2,4.0,5,5.0,0,1,4,90.3,75.47,0,118,0
2,Mid-Market,0,Premium,Europe,18-25,53.0,1841.88,101945.18,High Value,1083.39,0,21,1-2 years,0.312,0.587,66.1,13133.0,1,50.2,0.763,0.841,4,5.4,9,3.7,1,0,2,76.5,50.41,0,331,0
2,Mid-Market,0,Enterprise,APAC,18-25,70.5,1464.88,108499.59,High Value,930.51,0,35,> 2 years,0.179,0.914,24.3,31046.0,4,74.6,0.198,0.221,4,0.8,9,4.6,1,0,4,80.8,62.61,0,235,0
3,Enterprise,1,Premium,North America,36-50,77.1,754.78,43060.94,Mid Value,1075.76,1,9,6-12 months,0.643,0.715,51.9,45601.0,1,30.0,-0.022,-0.079,2,2.9,9,4.2,1,0,1,71.9,5.44,0,172,0
3,Enterprise,0,Basic,North America,18-25,69.5,2251.47,98993.23,High Value,1247.33,0,32,> 2 years,0.553,0.935,52.8,77024.0,3,87.8,0.84,0.967,6,0.2,10,3.9,1,1,1,55.0,70.04,0,359,0
3,Enterprise,1,Enterprise,Europe,50+,63.0,1594.54,132644.44,High Value,406.24,0,4,< 6 months,0.471,0.431,35.2,22796.0,10,75.0,0.118,0.071,0,3.8,9,4.5,1,0,3,74.3,30.25,0,360,0
2,Mid-Market,1,Standard,Europe,26-35,44.0,998.64,58218.45,Mid Value,1144.53,0,18,1-2 years,0.328,0.666,28.2,30723.0,4,92.4,0.011,-0.016,7,3.6,7,2.1,1,0,1,65.9,6.7,1,327,0
2,Mid-Market,1,Standard,North America,18-25,58.1,2147.77,52920.23,Mid Value,1465.56,1,22,1-2 years,0.341,0.552,58.8,3590.0,3,30.6,0.777,0.949,1,4.2,5,3.9,1,0,3,84.0,8.25,0,55,0
2,Mid-Market,0,Standard,APAC,50+,51.4,705.57,49765.87,Mid Value,259.52,0,43,> 2 years,0.356,0.748,30.0,25317.0,8,61.6,0.565,0.425,4,1.8,6,2.9,1,0,1,50.3,13.7,0,244,0
1,SMB,0,Standard,APAC,50+,31.1,441.94,10279.41,Mid Value,198.74,4,3,< 6 months,0.017,0.062,4.8,3995.0,2,28.5,-1.005,-1.028,6,5.0,7,2.2,1,2,2,25.9,-7.59,0,50,1
1,SMB,1,Enterprise,Europe,26-35,74.9,960.7,12332.36,Low Value,1470.04,1,60,> 2 years,0.306,0.357,54.9,72908.0,7,78.6,0.203,0.09,6,5.1,8,4.0,0,1,3,54.7,49.65,0,294,0
2,Mid-Market,0,Standard,North America,50+,56.4,2401.14,46545.11,Mid Value,386.04,0,70,> 2 years,0.366,0.75,17.4,42162.0,2,62.7,1.024,0.923,1,0.7,7,4.6,1,0,3,93.7,-7.21,0,30,0
3,Enterprise,1,Premium,LATAM,36-50,79.5,1856.66,89842.94,High Value,48.22,1,53,> 2 years,0.331,0.382,46.4,18056.0,8,59.7,-0.195,-0.137,2,3.7,8,3.5,0,0,3,69.5,23.23,1,141,0
3,Enterprise,1,Standard,North America,50+,29.9,146.94,6852.76,Mid Value,90.35,2,5,< 6 months,0.183,0.403,10.4,335.0,0,34.3,0.303,0.217,12,13.8,5,2.7,1,1,0,23.9,-2.25,1,16,1
1,SMB,1,Premium,APAC,36-50,66.5,1464.23,24835.11,Low Value,231.13,1,23,1-2 years,0.462,0.803,52.2,11233.0,8,68.5,0.806,0.837,7,2.3,9,4.4,0,1,1,94.9,26.54,0,66,0
3,Enterprise,2,Standard,Europe,18-25,74.7,396.22,40643.37,Mid Value,470.72,0,15,1-2 years,0.508,0.594,11.0,57657.0,4,100.0,0.046,0.012,4,3.1,9,4.3,1,0,1,82.3,-7.85,0,315,0
2,Mid-Market,1,Premium,Europe,26-35,62.0,403.16,12624.82,Low Value,95.23,0,21,1-2 years,0.566,0.772,17.0,56183.0,10,61.0,0.404,0.503,7,1.5,6,4.2,1,2,2,82.1,83.38,0,133,0
1,SMB,1,Standard,LATAM,36-50,77.9,2301.74,23436.47,Low Value,307.59,1,37,> 2 years,0.554,0.32,52.1,44282.0,3,72.8,0.542,0.346,1,2.0,7,3.6,1,1,3,100.0,28.51,0,63,0
3,Enterprise,0,Standard,LATAM,26-35,10.0,463.45,36101.5,High Value,184.15,3,20,1-2 years,0.256,0.406,16.2,2425.0,0,38.4,0.215,0.276,5,3.1,5,1.6,0,2,1,12.6,-6.16,1,3,1
3,Enterprise,1,Enterprise,Europe,26-35,54.4,1180.98,92615.18,High Value,1079.61,1,57,> 2 years,0.05,0.771,44.7,42854.0,1,90.3,0.23,0.321,1,4.5,7,4.0,1,0,1,78.7,49.2,0,206,0
2,Mid-Market,1,Basic,APAC,36-50,46.1,580.04,25354.33,Low Value,439.82,0,54,> 2 years,0.415,0.635,25.5,94343.0,6,70.2,0.458,0.425,7,4.8,10,4.0,1,0,3,50.7,49.46,0,75,0
1,SMB,0,Basic,LATAM,26-35,48.3,745.54,17938.05,Low Value,1223.22,0,48,> 2 years,0.734,0.56,46.9,83505.0,8,77.9,0.271,0.302,1,3.9,5,3.9,0,0,4,61.6,51.66,0,338,0
2,Mid-Market,1,Standard,Europe,36-50,73.3,424.27,16318.59,Low Value,403.11,0,12,6-12 months,0.336,0.43,51.1,14998.0,1,100.0,0.976,1.09,7,0.9,5,3.9,1,1,2,65.6,-13.1,0,130,0
2,Mid-Market,0,Standard,North America,50+,27.0,472.85,13066.75,Mid Value,199.1,1,2,< 6 months,0.391,0.496,12.2,2863.0,2,32.0,-0.113,-0.179,10,4.5,6,1.5,0,2,2,25.8,-16.53,1,81,1
2,Mid-Market,1,Enterprise,LATAM,18-25,63.7,1634.25,85291.67,High Value,209.6,0,68,> 2 years,0.766,0.587,49.3,25419.0,3,79.9,0.431,0.607,0,2.3,5,3.9,1,1,4,100.0,33.0,0,225,0
1,SMB,1,Premium,North America,18-25,25.0,100.45,3605.12,Low Value,68.43,4,19,1-2 years,0.102,0.1,14.2,3083.0,2,50.2,0.201,0.235,18,9.8,7,2.3,0,2,1,38.1,3.82,1,-4,1
2,Mid-Market,0,Standard,Europe,26-35,97.2,415.78,24590.98,Low Value,209.27,0,7,6-12 months,0.626,0.585,29.1,46200.0,5,89.1,-0.083,-0.194,3,3.3,6,3.3,1,1,1,54.1,13.92,0,101,0
3,Enterprise,0,Enterprise,LATAM,26-35,76.4,1342.73,99353.95,High Value,258.39,0,55,> 2 years,0.58,0.672,29.8,2988.0,10,69.3,0.369,0.242,5,2.8,7,4.1,1,0,4,82.8,43.19,0,236,0
2,Mid-Market,1,Standard,LATAM,36-50,66.4,436.26,23404.47,Low Value,958.9,0,62,> 2 years,0.595,0.559,17.0,89941.0,4,71.8,0.744,0.812,4,5.3,7,4.3,0,0,3,47.4,42.8,0,284,0
2,Mid-Market,0,Premium,LATAM,26-35,73.2,283.28,11130.57,Low Value,37.3,1,50,> 2 years,0.595,0.739,13.2,97452.0,10,42.1,0.227,0.107,0,4.2,5,3.2,0,0,2,96.0,41.25,1,280,0
1,SMB,1,Standard,North America,26-35,59.1,398.18,15043.92,Low Value,1234.67,0,28,> 2 years,0.61,0.869,43.0,26355.0,5,70.1,0.567,0.652,6,2.2,9,4.2,0,0,3,54.4,64.12,0,118,0
1,SMB,0,Standard,APAC,50+,13.9,599.82,5452.58,Low Value,34.0,1,23,1-2 years,0.157,0.078,5.5,1251.0,3,19.3,-0.062,-0.097,20,14.5,5,1.0,0,2,2,39.3,-1.85,1,-25,1
2,Mid-Market,1,Standard,LATAM,36-50,55.2,1260.26,42530.6,Mid Value,832.49,0,23,1-2 years,0.898,0.332,39.2,51738.0,7,91.7,0.87,0.867,5,3.6,8,2.9,1,0,4,99.5,32.41,0,35,0
3,Enterprise,1,Standard,APAC,50+,67.7,839.75,65677.24,Mid Value,404.43,0,66,> 2 years,0.469,0.619,15.3,7588.0,9,72.6,0.942,0.94,6,1.7,10,4.3,0,2,4,64.3,68.23,0,339,0
1,SMB,1,Premium,APAC,26-35,61.5,685.72,22182.44,Low Value,753.57,0,17,1-2 years,0.709,0.643,33.7,42580.0,6,85.2,0.646,0.666,1,3.8,5,2.5,0,0,3,85.9,12.0,0,296,0
1,SMB,0,Basic,LATAM,26-35,81.0,1530.92,17183.13,Low Value,1065.18,0,30,> 2 years,0.153,0.782,19.5,18359.0,8,79.5,0.292,0.292,6,4.5,9,3.8,1,0,1,95.6,38.39,0,196,0
3,Enterprise,0,Basic,North America,36-50,46.3,329.8,8617.85,Mid Value,73.01,3,2,< 6 months,0.319,0.136,4.7,1481.0,0,56.0,0.277,0.31,19,12.0,7,2.1,0,1,0,39.5,12.09,1,12,1
3,Enterprise,1,Premium,North America,26-35,47.7,1253.51,74005.13,Mid Value,647.49,0,59,> 2 years,0.532,0.65,38.8,64130.0,4,69.6,-0.238,-0.116,5,0.3,8,3.2,0,0,1,85.4,12.19,0,92,0
2,Mid-Market,1,Enterprise,LATAM,36-50,76.1,2265.19,119488.91,High Value,173.92,0,47,> 2 years,0.469,0.432,0.0,10066.0,10,81.0,0.481,0.528,5,2.6,7,3.2,1,0,4,70.2,50.77,0,185,0
3,Enterprise,1,Basic,Europe,18-25,74.4,1790.58,138992.76,High Value,533.96,0,55,> 2 years,0.434,0.674,21.5,80990.0,7,30.6,0.559,0.612,1,4.9,9,4.1,0,0,1,100.0,31.55,0,186,0
1,SMB,1,Standard,Europe,26-35,54.0,1797.77,19123.41,Low Value,717.85,0,57,> 2 years,0.178,0.651,14.7,21631.0,10,60.8,0.535,0.41,5,1.3,7,4.3,0,1,2,74.8,62.53,0,335,0
1,SMB,1,Basic,Europe,26-35,51.2,1203.99,19914.31,Low Value,47.57,0,43,> 2 years,0.527,0.543,11.5,92249.0,3,75.3,0.229,0.241,0,2.6,7,3.9,1,0,2,81.6,21.7,0,173,0
1,SMB,1,Premium,APAC,26-35,67.3,150.77,5242.85,Low Value,564.32,1,45,> 2 years,0.549,0.662,27.3,18216.0,1,65.7,0.764,0.949,2,2.1,8,3.8,0,1,4,74.6,12.62,0,294,0
1,SMB,1,Standard,Europe,36-50,40.0,1752.1,41537.74,Mid Value,752.13,1,45,> 2 years,0.344,0.752,43.7,10107.0,11,37.2,0.524,0.733,3,3.4,5,4.5,1,1,4,76.0,13.89,0,232,0
3,Enterprise,0,Basic,APAC,36-50,21.7,316.49,8377.27,Mid Value,103.52,4,7,6-12 months,0.481,0.191,11.1,2412.0,1,18.6,-0.243,-0.206,18,12.9,7,2.2,0,1,1,45.5,-17.15,1,-11,1
3,Enterprise,0,Premium,Europe,26-35,66.8,2323.59,217668.62,High Value,4.83,2,19,1-2 years,0.847,0.737,49.0,54029.0,1,100.0,-0.063,-0.08,2,4.1,6,3.7,0,0,4,99.2,54.16,0,359,0
1,SMB,0,Basic,North America,50+,48.7,357.5,7479.87,Mid Value,113.75,2,20,1-2 years,0.169,0.602,3.1,1917.0,0,30.4,-0.543,-0.458,13,11.7,4,2.0,0,2,1,28.1,7.49,1,5,1
2,Mid-Market,1,Premium,North America,26-35,62.5,1775.97,98694.78,High Value,929.78,0,21,1-2 years,0.583,0.854,43.5,97492.0,10,74.8,-0.075,-0.036,7,3.5,9,3.7,0,0,4,86.2,63.03,0,96,0
1,SMB,2,Standard,Europe,36-50,80.9,849.64,20845.64,Low Value,727.71,0,26,> 2 years,0.466,0.82,38.4,85376.0,1,98.3,0.488,0.396,4,4.8,10,4.7,1,1,1,94.3,79.98,0,266,0
1,SMB,1,Enterprise,APAC,26-35,83.7,2026.49,52493.55,Mid Value,54.8,2,18,1-2 years,0.466,0.475,52.6,58344.0,8,81.7,-0.161,-0.156,6,3.8,6,4.0,1,1,1,76.2,-6.15,0,171,0
3,Enterprise,0,Premium,Europe,18-25,83.8,1780.04,172352.59,High Value,272.94,1,33,> 2 years,0.299,0.484,44.9,19306.0,1,30.0,0.376,0.325,3,0.9,8,3.4,0,0,2,71.6,26.11,0,91,0
3,Enterprise,0,Enterprise,APAC,36-50,60.4,2346.47,138916.42,High Value,450.38,1,57,> 2 years,0.309,0.687,61.8,77133.0,6,99.6,0.19,0.123,4,4.8,5,4.1,0,1,4,56.6,19.63,0,50,0
1,SMB,1,Basic,Europe,36-50,25.1,219.12,4084.39,Low Value,46.92,3,6,6-12 months,0.324,0.271,2.7,2407.0,3,13.3,-0.36,-0.394,5,5.5,4,2.3,0,2,0,26.0,-1.89,0,31,1
2,Mid-Market,1,Enterprise,LATAM,36-50,62.1,1048.42,20371.23,Low Value,1179.29,0,23,1-2 years,0.559,0.703,38.6,83949.0,8,73.8,-0.213,-0.233,7,5.9,7,4.3,1,0,1,86.6,20.71,1,51,0
1,SMB,1,Premium,North America,18-25,66.6,324.14,11521.13,Low Value,982.47,2,55,> 2 years,0.312,0.609,48.9,17840.0,8,59.5,0.507,0.458,3,4.6,6,4.3,0,0,4,42.8,65.0,0,230,0
3,Enterprise,2,Premium,LATAM,26-35,55.9,324.88,12775.26,Low Value,1233.0,0,18,1-2 years,0.509,0.803,50.1,35811.0,10,56.9,0.323,0.18,3,4.9,7,4.1,1,0,3,72.1,47.7,1,229,0
1,SMB,0,Basic,APAC,26-35,45.5,163.8,4719.15,Low Value,156.13,1,14,1-2 years,0.181,0.41,0.1,4643.0,2,30.0,-0.817,-0.81,14,9.9,3,3.3,0,0,1,30.3,-16.47,0,9,1
1,SMB,1,Standard,Europe,26-35,60.2,1837.84,29230.47,Low Value,191.8,0,44,> 2 years,0.369,0.768,48.1,50538.0,3,66.3,0.3,0.44,1,3.1,9,4.9,1,1,1,77.8,36.95,0,150,0
1,SMB,2,Enterprise,APAC,36-50,55.0,564.6,10501.97,Low Value,1123.24,1,23,1-2 years,0.596,0.811,20.4,40961.0,9,95.6,0.011,0.109,3,4.1,10,3.2,0,0,4,62.4,11.49,0,101,0
3,Enterprise,1,Premium,Europe,26-35,87.1,1946.38,154252.75,High Value,1407.12,1,61,> 2 years,0.697,0.666,35.1,68339.0,2,30.0,-0.283,-0.322,2,1.7,6,2.3,1,0,3,98.6,46.61,0,178,0
2,Mid-Market,0,Basic,APAC,18-25,48.7,381.99,30239.34,Low Value,459.2,0,8,6-12 months,0.628,0.731,19.9,87455.0,10,75.9,-0.244,-0.364,5,0.6,8,2.8,0,1,2,59.5,80.44,0,302,0
3,Enterprise,1,Standard,LATAM,36-50,58.9,1613.13,92337.97,High Value,1157.42,3,44,> 2 years,0.655,0.658,25.0,75116.0,6,59.8,0.641,0.92,1,0.7,6,3.7,0,1,1,51.8,32.27,0,108,0
1,SMB,1,Standard,North America,18-25,73.9,424.52,16086.77,Low Value,1362.68,2,22,1-2 years,0.623,0.648,17.2,87004.0,6,88.9,0.491,0.385,4,4.3,5,4.6,0,0,1,54.1,20.68,0,86,0
